L1-dcache-loads,L1-dcache-stores,branch-instructions,branch-misses,cache-misses,cache-references,cpu-cycles,instructions,r110,r13C,r1A2,r1C2,power
57116408.86,56536711.64,19515212.23,683354.38,138228.70,60612583.91,151449196.35,139645488.28,690709.43,0.00,0.00,80372.38,3.49
59077983.09,57819813.72,19869719.00,632632.69,99552.68,59330560.13,144205348.02,145534539.14,670820.14,0.00,0.00,70385.77,3.49
60145667.16,58587334.38,20101336.32,600639.90,70114.75,58447715.59,138991243.80,148550835.43,653582.83,0.00,0.00,59061.82,3.45
59457699.15,58400769.55,20124332.98,601718.01,51718.23,58192169.11,136687005.62,145764713.32,636124.12,0.00,0.00,40124.39,3.45
58939222.56,58260167.82,20141664.05,602530.51,37853.97,57999580.40,134950451.69,143664994.92,622966.63,0.00,0.00,25852.49,3.45
58431777.39,58122557.61,20158626.39,603325.73,24284.69,57811089.33,133250845.72,141609951.38,610089.08,0.00,0.00,11884.25,3.45
58387653.20,58302041.95,20211890.26,606783.40,24373.25,57715590.80,132619100.20,141056322.17,603452.45,0.00,0.00,3231.80,3.39
59596150.03,59407611.74,20381908.40,618656.88,61842.56,57843076.37,134700479.43,144427138.80,611706.05,0.00,0.00,6278.17,3.39
60507201.67,60241069.58,20510080.27,627607.96,90089.61,57939184.14,136269572.45,146968302.28,617928.21,0.00,0.00,8574.74,3.39
61418253.31,61074527.42,20638252.14,636559.04,118336.66,58035291.91,137838665.47,149509465.75,624150.37,0.00,0.00,10871.31,3.39
61776648.84,61398004.71,20690349.76,639546.88,131617.40,58040452.75,138629553.53,150780270.98,627568.81,0.00,0.00,11948.07,3.45
60280770.31,60009857.63,20487407.11,622461.78,94947.40,57736489.20,136830566.31,147821811.33,621698.50,0.00,0.00,8953.20,3.45
59143729.23,58954704.93,20333147.17,609475.13,67073.95,57505441.66,135463127.49,145573039.05,617236.39,0.00,0.00,6676.75,3.45
58006688.14,57899552.23,20178887.22,596488.47,39200.50,57274394.12,134095688.67,143324266.78,612774.28,0.00,0.00,4400.30,3.45
57101481.58,57120019.08,20069913.64,587526.59,16608.92,57131765.85,132943914.81,141451895.84,608541.48,0.00,0.00,2489.66,3.40
57103868.00,57411145.21,20136319.80,594131.01,14750.36,57329584.47,132645145.19,141064400.96,605300.26,0.00,0.00,2024.66,3.40
57105795.86,57646330.19,20189965.73,599466.36,13248.93,57489391.39,132403785.44,140751364.90,602681.86,0.00,0.00,1649.01,3.40
57107682.70,57876511.24,20242470.26,604688.20,11779.45,57645798.16,132167561.01,140444989.18,600119.17,0.00,0.00,1281.35,3.40
57147077.13,58052729.73,20281708.77,608572.87,11029.09,57748504.56,131907337.42,140259422.91,598098.37,0.00,0.00,1096.26,3.40
57345266.93,57944708.17,20252048.20,605529.63,13683.93,57585753.33,131601796.58,140660159.82,598992.11,0.00,0.00,1774.34,3.40
57509162.73,57855378.24,20227519.97,603012.99,15879.38,57451163.95,131349125.33,140991554.78,599731.19,0.00,0.00,2335.09,3.40
57669571.39,57767948.95,20203513.62,600549.89,18028.13,57319438.16,131101830.06,141315898.79,600454.55,0.00,0.00,2883.91,3.40
57783311.54,57688679.37,20183775.43,601468.58,19921.73,57410323.04,131841213.96,141700357.83,605686.05,0.00,0.00,6401.76,3.40
57592170.35,57691929.70,20196513.47,619973.55,19522.89,58643890.37,137479752.46,142216333.75,632390.10,0.00,0.00,24025.68,3.40
57433747.63,57694623.65,20207071.09,635310.95,19192.32,59666302.66,142153117.99,142643987.85,654523.10,0.00,0.00,38632.83,3.40
57275324.91,57697317.60,20217628.71,650648.35,18861.75,60688714.94,146826483.52,143071641.94,676656.10,0.00,0.00,53239.99,3.40
57120157.91,57680116.67,20231858.46,664071.84,18176.15,61562376.75,150757831.21,143377118.98,694975.30,0.00,0.00,65224.64,3.45
57142738.82,57545639.34,20256639.74,651080.15,15777.79,60553270.89,145725619.85,142549781.84,669117.80,0.00,0.00,47446.33,3.45
57161978.81,57431058.34,20277754.55,640010.62,13734.26,59693465.27,141437939.30,141844851.71,647085.99,0.00,0.00,32298.37,3.45
57181218.80,57316477.33,20298869.35,628941.08,11690.74,58833659.65,137150258.74,141139921.58,625054.18,0.00,0.00,17150.41,3.45
57224202.75,57215730.72,20317813.34,616867.23,9883.11,57895081.90,132512433.93,140434048.11,601283.60,0.00,0.00,1092.03,3.40
57417898.70,57396422.68,20287769.31,614204.86,13012.53,57681726.93,131815267.87,140806086.65,598220.42,0.00,0.00,1436.09,3.40
57592778.76,57559561.97,20260643.80,611801.12,15837.96,57489097.56,131185825.49,141141984.84,595454.80,0.00,0.00,1746.73,3.40
57763937.96,57719230.21,20234095.42,609448.52,18603.27,57300566.69,130569775.51,141470736.27,592748.03,0.00,0.00,2050.76,3.40
57948965.26,57889776.36,20203269.71,606858.07,22011.22,57104986.29,129988149.34,141839013.50,589929.07,0.00,0.00,2384.46,3.40
57879088.29,57804264.15,20193119.05,607352.31,25014.25,57263158.37,131072198.60,141832029.54,592091.64,0.00,0.00,2310.08,3.40
57816290.06,57727414.57,20183996.69,607796.49,27713.07,57405307.16,132046430.52,141825753.07,594035.14,0.00,0.00,2243.22,3.40
57753491.83,57650564.99,20174874.33,608240.66,30411.89,57547455.95,133020662.44,141819476.60,595978.63,0.00,0.00,2176.37,3.40
57668513.26,57552369.61,20162591.44,609031.09,33168.05,57726588.98,134173929.50,141783348.63,598480.35,0.00,0.00,2084.24,3.41
57525469.58,57456885.06,20142656.20,612641.80,27020.27,57868908.57,134127699.62,141389788.75,601147.59,0.00,0.00,1909.09,3.41
57395670.37,57370241.46,20124566.78,615918.19,21441.72,57998050.73,134085750.19,141032668.72,603567.87,0.00,0.00,1750.15,3.41
57265871.16,57283597.86,20106477.35,619194.59,15863.17,58127192.90,134043800.75,140675548.69,605988.15,0.00,0.00,1591.22,3.41
57116944.33,57185560.50,20085900.70,623052.68,9127.71,58278660.19,133965050.54,140236557.90,608698.12,0.00,0.00,1398.99,3.40
57342345.93,57365505.11,20121143.03,619484.48,11631.50,58125075.98,133381001.51,140229304.36,603058.22,0.00,0.00,1463.03,3.40
57557241.20,57537062.21,20154742.66,616082.59,14018.58,57978650.56,132824175.93,140222388.92,597681.21,0.00,0.00,1524.08,3.40
57772136.47,57708619.31,20188342.29,612680.71,16405.67,57832225.15,132267350.36,140215473.48,592304.19,0.00,0.00,1585.14,3.40
58052444.08,57931079.89,20231872.83,608185.40,19519.24,57639464.03,131535276.00,140209565.11,585280.53,0.00,0.00,1665.07,3.40
57965590.98,57714693.42,20185184.51,603094.45,18541.45,57501582.06,131117711.11,140559817.95,586344.89,0.00,0.00,1672.39,3.40
57879515.79,57500245.05,20138914.36,598049.09,17572.41,57364935.06,130703886.23,140906933.68,587399.71,0.00,0.00,1679.66,3.40
57793440.60,57285796.68,20092644.22,593003.73,16603.37,57228288.05,130290061.34,141254049.41,588454.54,0.00,0.00,1686.92,3.40
57675555.02,56992095.66,20029274.24,586093.78,15276.20,57041141.07,129723301.17,141729447.04,589899.18,0.00,0.00,1696.86,3.40
57683298.45,57088432.25,20056983.77,593004.18,16025.29,57258921.05,130619442.39,141637441.22,592757.13,0.00,0.00,1662.96,3.40
57711738.21,57393371.15,20143814.42,614287.95,18356.55,57928399.63,133365800.94,141338088.15,601380.21,0.00,0.00,1559.55,3.40
57730817.52,57597944.80,20202066.30,628566.55,19920.51,58377531.17,135208244.09,141137261.85,607165.15,0.00,0.00,1490.17,3.40
57756118.36,57869227.24,20279313.35,647501.21,21994.46,58973118.64,137651483.93,140870948.71,614836.49,0.00,0.00,1398.17,3.40
57794478.15,58147335.28,20367950.42,650266.73,21278.37,59218336.31,138552605.29,140801577.92,617923.29,0.00,0.00,1430.02,3.40
57913792.85,58989929.51,20638850.69,654498.85,18400.76,59870265.25,140883284.36,140642133.56,626085.30,0.00,0.00,1557.98,3.40
57994954.03,59563085.53,20823124.59,657377.66,16443.32,60313725.45,142468677.09,140533675.07,631637.33,0.00,0.00,1645.01,3.40
58104345.19,60335600.17,21071493.76,661257.78,13805.04,60911432.67,144605510.77,140387491.89,639120.51,0.00,0.00,1762.33,3.44
58081189.51,60146280.82,20993008.66,653798.63,13912.11,60588797.95,143334695.73,140532398.40,634723.34,0.00,0.00,1800.83,3.44
57968110.97,59264325.76,20652493.09,628326.50,15179.85,59336874.66,138479498.10,141051970.49,617892.56,0.00,0.00,1884.34,3.44
57888271.27,58641616.73,20412070.27,610341.76,16074.95,58452947.61,135051460.17,141418817.11,606009.10,0.00,0.00,1943.30,3.44
57782396.89,57815850.42,20093248.71,586492.44,17261.93,57280783.47,130505583.80,141905287.62,590250.59,0.00,0.00,2021.49,3.40
57700797.11,57617902.56,20039031.80,582965.46,16572.09,57165329.98,130002295.11,141935601.24,589471.96,0.00,0.00,1968.12,3.40
57473243.48,57419202.75,20042143.82,585098.59,13355.42,57478261.64,131016278.22,141742460.84,596459.31,0.00,0.00,1727.72,3.40
57305427.17,57272665.58,20044438.87,586671.73,10983.20,57709042.54,131764070.70,141600023.61,601612.35,0.00,0.00,1550.42,3.40
57084052.48,57079361.22,20047466.39,588746.94,7853.87,58013476.93,132750520.35,141412127.70,608409.97,0.00,0.00,1316.55,3.40
56960159.65,57046676.22,20046400.39,590627.42,9601.97,57997913.74,133053242.95,141226320.28,611044.60,0.00,0.00,1489.87,3.40
56662134.54,57068296.45,20040171.02,596105.71,18453.47,57713590.09,133450370.14,140672273.08,615829.15,0.00,0.00,2310.70,3.40
56443938.78,57084125.46,20035610.25,600116.58,24934.00,57505425.70,133741122.39,140266633.59,619332.11,0.00,0.00,2911.66,3.40
56154592.23,57105116.10,20029562.28,605435.34,33527.74,57229381.62,134126685.16,139728720.36,623977.33,0.00,0.00,3708.58,3.40
56039297.28,57074138.48,20039330.42,618710.97,34702.96,57247897.89,134810458.20,139387464.17,635324.15,0.00,0.00,3918.37,3.40
55876898.44,56923185.93,20086309.50,667843.23,30223.06,57624539.17,137219737.65,138560577.91,677210.19,0.00,0.00,3919.90,3.40
55756380.28,56811162.21,20121173.25,704304.88,26898.47,57904049.26,139007693.29,137946935.54,708294.32,0.00,0.00,3921.03,3.40
55596562.73,56662609.01,20167405.60,752656.21,22489.78,58274703.94,141378677.96,137133192.40,749514.59,0.00,0.00,3922.53,3.39
55651889.62,56651855.30,20173618.85,755300.03,20762.34,58305120.78,141516138.49,137213856.56,751855.82,0.00,0.00,3794.91,3.39
56093107.82,56800460.72,20139425.89,703330.36,19249.73,57949414.49,139000594.62,138614877.95,707918.13,0.00,0.00,3256.18,3.39
56436889.93,56916248.98,20112783.91,662837.37,18071.15,57672260.33,137040569.01,139706505.82,673683.39,0.00,0.00,2836.43,3.39
56907721.96,57074828.54,20076295.98,607379.58,16457.01,57292679.64,134356186.10,141201561.39,626796.68,0.00,0.00,2261.55,3.42
57077571.11,57156981.81,20080312.27,590722.74,15783.60,57214356.24,133397839.26,141615839.68,610691.24,0.00,0.00,2025.36,3.42
57141873.97,57294957.54,20155428.52,598764.57,15138.28,57435781.10,133077965.24,141236952.70,608057.99,0.00,0.00,1812.56,3.42
57192385.73,57403341.47,20214434.50,605081.66,14631.36,57609716.72,132826694.96,140939326.04,605989.49,0.00,0.00,1645.41,3.42
57259368.71,57547067.97,20292681.57,613458.66,13959.14,57840370.47,132493488.73,140544647.20,603246.48,0.00,0.00,1423.74,3.40
57321906.68,57618414.50,20316838.27,616020.97,13995.57,57881745.32,132195369.56,140463773.92,601306.36,0.00,0.00,1363.44,3.40
57503425.73,57685857.63,20278297.04,611772.44,15576.89,57615249.07,131358899.18,140868150.44,597054.74,0.00,0.00,1514.29,3.40
57649524.10,57740140.26,20247276.54,608352.96,16849.63,57400755.50,130685653.25,141193619.05,593632.75,0.00,0.00,1635.71,3.40
57875023.77,57823924.32,20199397.09,603075.05,18814.09,57069689.34,129646512.80,141695972.77,588351.00,0.00,0.00,1823.12,3.40
57862506.03,57784756.66,20177202.37,600630.68,18939.53,57001314.52,129452400.35,141800762.88,588802.78,0.00,0.00,1839.00,3.40
57577085.32,57533232.89,20133059.58,595774.07,17441.37,57054720.64,129706431.87,141724106.17,596156.44,0.00,0.00,1712.54,3.40
57354652.99,57337216.91,20098658.49,591989.24,16273.83,57096340.78,129904402.18,141664366.53,601887.25,0.00,0.00,1613.99,3.40
57113290.25,57124518.72,20061329.66,587882.30,15006.92,57141503.05,130119221.02,141599542.67,608105.79,0.00,0.00,1507.05,3.40
56975473.96,57002323.07,20049787.47,587639.32,14165.69,57200398.14,130408227.75,141502225.94,612290.50,0.00,0.00,1487.19,3.40
57006399.24,57024424.05,20121998.65,602669.59,13514.97,57423053.43,131528487.42,141094445.65,615868.12,0.00,0.00,1785.19,3.40
57032279.93,57042919.88,20182430.62,615248.09,12970.39,57609388.82,132466008.45,140753183.17,618862.15,0.00,0.00,2034.58,3.40
57066599.99,57067446.96,20262568.67,631928.29,12248.24,57856485.74,133709242.86,140300639.45,622832.49,0.00,0.00,2365.29,3.40
57150339.45,57137727.50,20310211.28,641140.60,12733.31,58000012.98,134435249.85,140081287.61,624170.90,0.00,0.00,2541.37,3.40
57675607.78,57597194.14,20345157.10,642740.76,19785.77,58080583.57,134871805.00,140284290.42,617668.05,0.00,0.00,2520.15,3.40
58135682.67,57999634.27,20375765.63,644142.32,25962.91,58151154.17,135254177.29,140462097.63,611972.29,0.00,0.00,2501.56,3.40
58765785.22,58550802.28,20417686.01,646061.85,34422.91,58247805.21,135777861.08,140705616.20,604171.59,0.00,0.00,2476.11,3.41
59495150.78,59236765.46,20583046.53,650900.33,38824.39,58711597.08,136977109.13,141860305.21,604487.29,0.00,0.00,2482.84,3.41
63032585.11,62777529.05,21905889.09,686031.42,36138.03,62529788.17,145437295.36,151351434.21,647678.56,0.00,0.00,2676.81,3.41
66189972.66,65937888.18,23086611.11,717388.18,33740.29,65937769.17,152988555.45,159822877.00,686229.54,0.00,0.00,2849.94,3.41
70376943.12,70128799.20,24652351.18,758969.97,30560.67,70457048.33,163002182.97,171056746.80,737351.51,0.00,0.00,3079.52,3.52
73534330.67,73289158.33,25833073.21,790326.73,28162.93,73865029.34,170553443.06,179528189.59,775902.49,0.00,0.00,3252.65,3.52
76691718.23,76449517.46,27013795.23,821683.48,25765.18,77273010.34,178104703.15,187999632.38,814453.48,0.00,0.00,3425.78,3.52
76921827.94,76682939.65,27103546.76,821900.03,24926.20,77536336.86,178554835.03,188719581.54,816510.46,0.00,0.00,3423.94,3.52
69573129.29,69346054.73,24377850.79,736402.72,26488.26,69694859.66,160373350.43,169623055.76,722231.27,0.00,0.00,2933.51,3.53
65094319.88,64874445.44,22716621.59,684294.70,27440.30,64915716.64,149292285.86,157984301.27,664770.96,0.00,0.00,2634.61,3.53
60615510.47,60402836.14,21055392.39,632186.68,28392.33,60136573.62,138211221.28,146345546.78,607310.64,0.00,0.00,2335.71,3.53
58344609.42,58108539.42,20217065.09,605156.02,28033.19,57717467.76,132532590.41,140627780.70,579442.44,0.00,0.00,2157.87,3.53
58086921.69,57687379.82,20145539.86,598460.44,22986.83,57467186.75,131530426.32,141069803.75,583807.94,0.00,0.00,1981.35,3.41
57924669.02,57422197.35,20100504.12,594244.57,19809.39,57309597.71,130899415.29,141348122.86,586556.66,0.00,0.00,1870.20,3.41
57762416.36,57157014.87,20055468.37,590028.71,16631.96,57152008.66,130268404.25,141626441.97,589305.39,0.00,0.00,1759.05,3.41
57865425.71,57253899.16,20094713.84,592291.62,17595.13,57312769.85,130763192.46,141929862.53,592172.98,0.00,0.00,1830.12,3.41
59240504.97,58993643.35,20552059.84,625082.87,37036.59,59079559.57,136779900.29,142981340.57,601641.01,0.00,0.00,2775.62,3.40
60117090.29,60102695.21,20843608.70,645986.63,49430.14,60205852.41,140615430.27,143651636.63,607676.69,0.00,0.00,3378.36,3.40
60993675.61,61211747.07,21135157.55,666890.40,61823.68,61332145.25,144450960.25,144321932.69,613712.36,0.00,0.00,3981.10,3.40
61460318.81,61822646.01,21293711.56,678353.18,68140.53,61935074.50,146505704.10,144614375.64,617088.16,0.00,0.00,4308.32,3.40
60295140.94,60537201.48,20937016.40,653649.40,49082.53,60468872.65,141526444.50,143130769.05,610563.49,0.00,0.00,3565.67,3.44
59494913.79,59654376.95,20692043.38,636683.21,35993.76,59461906.64,138106761.73,142111849.71,606082.44,0.00,0.00,3055.63,3.44
58728738.87,58809119.43,20457494.74,620438.98,23461.97,58497790.24,134832597.37,141136288.63,601792.07,0.00,0.00,2567.29,3.44
58123165.10,58140010.30,20268385.67,607494.95,13847.00,57734713.71,132248930.83,140417130.07,598421.37,0.00,0.00,2194.84,3.44
58023176.06,58018165.71,20196041.76,604200.63,15460.30,57597099.46,131868540.75,140871394.12,598089.39,0.00,0.00,2282.71,3.40
57954504.74,57934484.25,20146356.81,601938.13,16568.30,57502587.59,131607293.24,141183377.41,597861.40,0.00,0.00,2343.05,3.40
57885833.43,57850802.80,20096671.85,599675.63,17676.30,57408075.71,131346045.73,141495360.70,597633.40,0.00,0.00,2403.40,3.40
57817284.52,57771608.62,20057164.24,597879.35,18896.99,57350954.92,131252000.89,141777460.61,598611.25,0.00,0.00,2514.59,3.40
57618962.27,57601007.90,20078957.29,598917.14,23975.51,57687817.66,133229146.04,142198001.86,617701.34,0.00,0.00,3523.61,3.60
57482994.48,57484045.72,20093898.40,599628.65,27457.29,57918767.46,134584657.43,142486320.83,630789.32,0.00,0.00,4215.39,3.60
57347026.69,57367083.53,20108839.51,600340.15,30939.08,58149717.26,135940168.83,142774639.81,643877.30,0.00,0.00,4907.17,3.60
57232377.23,57282891.06,20125826.24,601231.27,33697.20,58346831.77,137062303.90,142989563.12,654504.48,0.00,0.00,5468.38,3.60
57286383.14,57622651.32,20209078.94,606866.58,28701.45,58303374.12,136100217.02,142302100.91,640998.57,0.00,0.00,4744.46,3.60
57325105.11,57866257.67,20268770.69,610907.06,25119.52,58272215.22,135410405.71,141809194.06,631314.91,0.00,0.00,4225.40,3.60
57363827.07,58109864.02,20328462.44,614947.55,21537.59,58241056.31,134720594.40,141316287.21,621631.25,0.00,0.00,3706.35,3.60
57404895.58,58336407.24,20383414.26,618519.99,18178.94,58201573.87,134030359.65,140857127.04,612233.70,0.00,0.00,3208.01,3.60
57570473.63,58142122.97,20314102.93,608111.73,19963.03,57818418.18,132687649.47,141220007.01,604726.95,0.00,0.00,3014.03,3.44
57690158.56,58001688.30,20264002.56,600588.31,21252.63,57541461.42,131717097.08,141482307.86,599300.83,0.00,0.00,2873.81,3.44
57809843.49,57861253.62,20213902.19,593064.89,22542.23,57264504.66,130746544.68,141744608.71,593874.71,0.00,0.00,2733.60,3.44
57926972.34,57721545.42,20164236.30,585629.38,23804.84,56990970.51,129791390.41,142003047.46,588534.52,0.00,0.00,2593.37,3.44
57653742.62,57515736.26,20131415.39,585949.71,20988.35,57045982.18,130772612.05,141807206.63,593981.35,0.00,0.00,2216.23,3.40
57444130.29,57357846.63,20106236.34,586195.46,18827.63,57088185.21,131525371.16,141656964.35,598159.97,0.00,0.00,1926.90,3.40
57238977.80,57203316.36,20081593.01,586435.98,16712.89,57129490.31,132262114.12,141509918.72,602249.68,0.00,0.00,1643.72,3.40
57033825.31,57048786.08,20056949.67,586676.50,14598.15,57170795.41,132998857.08,141362873.09,606339.39,0.00,0.00,1360.54,3.40
57037911.50,57155427.68,20091345.11,590412.34,13765.93,57270288.74,132888788.77,141176574.76,605233.81,0.00,0.00,1244.92,3.40
57073556.02,57447879.28,20182579.52,599963.91,11891.02,57520385.64,132516132.08,140716825.80,601896.75,0.00,0.00,983.13,3.40
57095302.03,57626298.21,20238239.82,605791.12,10747.18,57672964.81,132288781.62,140436342.06,599860.88,0.00,0.00,823.42,3.40
57117048.04,57804717.14,20293900.13,611618.34,9603.33,57825543.97,132061431.16,140155858.33,597825.01,0.00,0.00,663.71,3.40
57227152.70,57820591.11,20281250.11,610582.69,10647.94,57719277.61,131630308.53,140349299.31,595978.53,0.00,0.00,719.56,3.40
57503730.80,57801867.52,20230031.05,605964.74,13723.31,57394316.74,130594886.42,140941754.01,591898.96,0.00,0.00,916.91,3.40
57680548.34,57789897.44,20197286.48,603012.46,15689.41,57186567.88,129932936.70,141320512.80,589290.87,0.00,0.00,1043.08,3.40
57853603.81,57778182.05,20165238.61,600123.00,17613.67,56983239.22,129285071.01,141691212.89,586738.27,0.00,0.00,1166.57,3.40
57761291.45,57674345.36,20143230.85,597665.26,17505.14,56977457.24,129285097.39,141705793.05,589169.88,0.00,0.00,1250.60,3.40
57431951.12,57396859.19,20097737.37,592274.11,16342.72,57053308.76,129577023.79,141578501.86,596941.44,0.00,0.00,1423.77,3.40
57223551.34,57221271.65,20068950.03,588862.70,15607.16,57101306.04,129761748.80,141497954.61,601859.12,0.00,0.00,1533.36,3.40
57015151.56,57045684.12,20040162.69,585451.29,14871.61,57149303.32,129946473.81,141417407.37,606776.81,0.00,0.00,1642.94,3.40
56980695.14,57016585.76,20065956.68,588382.50,13920.72,57263987.05,130297947.72,141221499.19,607026.89,0.00,0.00,1606.54,3.40
57027975.13,57056235.10,20157472.05,598878.41,11780.99,57550015.11,131148704.30,140731900.81,604345.22,0.00,0.00,1430.03,3.40
57058256.98,57081629.67,20216085.74,605600.83,10410.54,57733210.13,131693596.18,140418323.26,602627.67,0.00,0.00,1316.98,3.40
57088538.82,57107024.24,20274699.43,612323.24,9040.09,57916405.15,132238488.05,140104745.70,600910.13,0.00,0.00,1203.93,3.40
57307192.35,57300193.24,20299789.43,617503.35,11203.97,57970641.08,132709247.41,140133652.06,600610.31,0.00,0.00,1270.16,3.40
57928677.57,57850377.51,20325034.62,627209.70,18749.86,57978012.76,133646512.40,140481153.88,601158.47,0.00,0.00,1560.50,3.40
58331309.56,58206816.87,20341389.82,633498.00,23638.50,57982788.53,134253723.75,140706284.49,601513.60,0.00,0.00,1748.61,3.40
58733941.55,58563256.23,20357745.03,639786.30,28527.13,57987564.31,134860935.09,140931415.11,601868.73,0.00,0.00,1936.71,3.40
58741699.14,58501819.54,20326247.99,635986.50,28754.38,57903143.19,134571401.73,141086639.82,600815.30,0.00,0.00,2019.98,3.41
58340037.84,57938393.83,20213129.77,617782.14,24282.41,57641210.70,133049022.11,141321191.96,597234.69,0.00,0.00,2074.70,3.41
58070374.41,57560126.59,20137185.56,605560.27,21280.06,57465357.02,132026941.76,141478663.28,594830.77,0.00,0.00,2111.43,3.41
57794848.72,57173636.15,20059590.40,593072.71,18212.44,57285680.44,130982642.26,141639557.90,592374.59,0.00,0.00,2148.97,3.41
